issue_comments.Time,issue_comments,issue_comments.name
2015-07-01,71.0,directus_directus
2015-07-01,393.0,dotnet_aspnetcore
2015-07-01,128.0,dotnet_AspNetCore.Docs
2015-07-01,4.0,dotnet_docs
2015-07-01,835.0,dotnet_efcore
2015-07-01,1525.0,dotnet_roslyn
2015-07-01,2200.0,elastic_elasticsearch
2015-07-01,710.0,elastic_kibana
2015-07-01,1037.0,electron_electron
2015-07-01,1221.0,facebook_react
2015-07-01,1959.0,facebook_reactnative
2015-07-01,541.0,flutter_engine
2015-07-01,8.0,flutter_flutter
2015-07-01,16.0,gatsbyjs_gatsby
2015-07-01,173.0,getsentry_sentry
2015-07-01,343.0,godotengine_godot
2015-07-01,2409.0,golang_go
2015-07-01,41.0,gradle_gradle
2015-07-01,689.0,grafana_grafana
2015-07-01,935.0,grpc_grpc
2015-07-01,241.0,hashicorp_vault
2015-07-01,61.0,homeassistant_core
2015-07-01,3.0,homeassistant_frontend
2015-07-01,1151.0,Homebrew_homebrewcask
2015-07-01,92.0,influxdata_telegraf
2015-07-01,86.0,JetBrains_swot
2015-07-01,60.0,jitsi_jitsimeet
2015-07-01,732.0,jlord_patchwork
2015-07-01,2296.0,joomla_joomlacms
2015-07-01,4308.0,JuliaLang_julia
2015-07-01,43.0,keycloak_keycloak
2015-07-01,13175.0,kubernetes_kubernetes
2015-07-01,1441.0,laravel_framework
2015-07-01,734.0,magento_magento2
2015-07-01,1879.0,MarlinFirmware_Marlin
2015-07-01,1350.0,matplotlib_matplotlib
2015-07-01,35.0,matrixorg_synapse
2015-07-01,2137.0,microsoft_TypeScript
2015-07-01,1200.0,mrdoob_three.js
2015-07-01,975.0,mui_materialui
2015-07-01,1231.0,neovim_neovim
2015-07-01,1603.0,NixOS_nixpkgs
2015-07-01,2129.0,nodejs_node
2015-07-01,59.0,obsproject_obsstudio
2015-07-01,1001.0,odoo_odoo
2015-07-01,192.0,opencv_opencv
2015-07-01,83.0,openhab_openhabaddons
2015-07-01,354.0,openshift_openshiftdocs
2015-07-01,52.0,openssl_openssl
2015-07-01,1390.0,pandasdev_pandas
2015-07-01,242.0,php_phpsrc
2015-07-01,517.0,postmanlabs_postmanappsupport
2015-07-01,334.0,PrestaShop_PrestaShop
2015-07-01,1142.0,qbittorrent_qBittorrent
2015-07-01,183.0,qgis_QGIS
2015-07-01,1.0,qmk_qmk_firmware
2015-07-01,1333.0,rails_rails
2015-07-01,1061.0,rancher_rancher
2015-07-01,720.0,rapid7_metasploitframework
2015-07-01,232.0,redis_redis
2015-07-01,292.0,RocketChat_Rocket.Chat
2015-07-01,126.0,RPCS3_rpcs3
2015-07-01,49.0,rstudio_rstudio
2015-07-01,5003.0,rustlang_rust
2015-07-01,1196.0,scikitlearn_scikitlearn
2015-07-01,561.0,scipy_scipy
2015-07-01,9.0,spack_spack
2015-07-01,371.0,spyderide_spyder
2015-07-01,1421.0,symfony_symfony
2015-07-01,1477.0,systemd_systemd
2015-07-01,2.0,termux_termuxpackages
2015-07-01,4629.0,tgstation_tgstation
2015-07-01,634.0,Ultimaker_Cura
2015-07-01,434.0,webcompat_webbugs
2015-07-01,606.0,woocommerce_woocommerce
2015-07-01,2338.0,xbmc_xbmc
2015-08-01,74.0,AdguardTeam_AdguardFilters
2015-08-01,1762.0,angular_angular
2015-08-01,187.0,ankidroid_AnkiAndroid
2015-08-01,1131.0,ansible_ansible
2015-08-01,245.0,antdesign_antdesign
2015-08-01,367.0,apache_airflow
2015-08-01,946.0,apache_flink
2015-08-01,17101.0,apache_spark
2015-08-01,8.0,apache_superset
2015-08-01,761.0,ArduPilot_ardupilot
2015-08-01,586.0,Automattic_jetpack
2015-08-01,503.0,Azure_azurepowershell
2015-08-01,3.0,Azure_azurerestapispecs
2015-08-01,62.0,Azure_azuresdkforjava
2015-08-01,130.0,Azure_azuresdkfornet
2015-08-01,80.0,Azure_azuresdkforpython
2015-08-01,980.0,bitcoin_bitcoin
2015-08-01,1621.0,ceph_ceph
2015-08-01,1247.0,CleverRaven_CataclysmDDA
2015-08-01,7428.0,cmssw_cmssw
2015-08-01,1375.0,cockroachdb_cockroach
2015-08-01,2.0,cypressio_cypress
2015-08-01,41.0,darktableorg_darktable
2015-08-01,1003.0,DefinitelyTyped_DefinitelyTyped
2015-08-01,92.0,directus_directus
2015-08-01,284.0,dotnet_aspnetcore
2015-08-01,124.0,dotnet_AspNetCore.Docs
2015-08-01,20.0,dotnet_docs
